USGS_station_number	Sample_date_(yyyymmdd)	Sample_time_(HHMM)	Medium_code	NWIS_parameter_code	Parameter_name	Remark_and_result	Units_of_measurement	Analyzing_laboratory	 
T451852107214501	20220809	1110	WT	77032	Methyl acetate	<0.140	ug/L	NWQL	
T451800107220007	20220809	1140	WG	77032	Methyl acetate	<0.140	ug/L	NWQL	
T453200107250023	20220810	1150	WG	77032	Methyl acetate	<0.140	ug/L	NWQL	
T451800107540001	20220808	1200	WG	77032	Methyl acetate	<0.140	ug/L	NWQL	
T451257107225201	20220810	1200	WS	77032	Methyl acetate	<0.140	ug/L	NWQL	
T452500107234008	20220809	1220	WG	77032	Methyl acetate	<0.140	ug/L	NWQL	
T453254107251316	20220809	1225	WS	77032	Methyl acetate	<0.140	ug/L	NWQL	
T453600107270018	20220810	1230	WT	77032	Methyl acetate	<0.140	ug/L	NWQL	
T452000107520002	20220808	1240	WG	77032	Methyl acetate	<0.140	ug/L	NWQL	
T452700107230017	20220809	1300	WG	77032	Methyl acetate	<0.140	ug/L	NWQL	
T452700107430003	20220808	1330	WG	77032	Methyl acetate	<0.140	ug/L	NWQL	
T453535107275515	20220809	1340	WS	77032	Methyl acetate	<0.140	ug/L	NWQL	
T453200107250011	20220810	0750	WG	77032	Methyl acetate	<0.140	ug/L	NWQL	
T450800107230004	20220809	0820	WG	77032	Methyl acetate	<0.140	ug/L	NWQL	
T454300107330012	20220810	0840	WG	77032	Methyl acetate	<0.140	ug/L	NWQL	
T453615107271309	20220810	0900	WS	77032	Methyl acetate	<0.140	ug/L	NWQL	
T450754107240301	20220809	0910	WT	77032	Methyl acetate	<0.140	ug/L	NWQL	
T452540108321601	20220808	0920	WT	77032	Methyl acetate	<0.140	ug/L	NWQL	
T453900107280021	20220810	0930	WG	77032	Methyl acetate	<0.140	ug/L	NWQL	
T451400107230005	20220809	0950	WG	77032	Methyl acetate	<0.140	ug/L	NWQL	
T453657107270401	20220810	1000	WS	77034	1-Butanol	<0.800	ug/L	NWQL	
T452500108320026	20220808	1000	WT	77034	1-Butanol	<0.800	ug/L	NWQL	
T453800107270022	20220810	1020	WG	77034	1-Butanol	<0.800	ug/L	NWQL	
T451800107210006	20220809	1030	WG	77034	1-Butanol	<0.800	ug/L	NWQL	
T451943107212513	20220809	1030	WS	77034	1-Butanol	<0.800	ug/L	NWQL	
T453500107270024	20220810	1100	WT	77034	1-Butanol	<0.800	ug/L	NWQL	
T451852107214501	20220809	1110	WT	77034	1-Butanol	<0.800	ug/L	NWQL	
T451800107220007	20220809	1140	WG	77034	1-Butanol	<0.800	ug/L	NWQL	
T453200107250023	20220810	1150	WG	77034	1-Butanol	<0.800	ug/L	NWQL	
T451800107540001	20220808	1200	WG	77034	1-Butanol	<0.800	ug/L	NWQL	
T451257107225201	20220810	1200	WS	77034	1-Butanol	<0.800	ug/L	NWQL	
T452500107234008	20220809	1220	WG	77034	1-Butanol	<0.800	ug/L	NWQL	
T453254107251316	20220809	1225	WS	77034	1-Butanol	<0.800	ug/L	NWQL	
T453600107270018	20220810	1230	WT	77034	1-Butanol	<0.800	ug/L	NWQL	
T452000107520002	20220808	1240	WG	77034	1-Butanol	<0.800	ug/L	NWQL	
T452700107230017	20220809	1300	WG	77034	1-Butanol	<0.800	ug/L	NWQL	
T452700107430003	20220808	1330	WG	77034	1-Butanol	<0.800	ug/L	NWQL	
T453535107275515	20220809	1340	WS	77034	1-Butanol	<0.800	ug/L	NWQL	
T453200107250011	20220810	0750	WG	77034	1-Butanol	<0.800	ug/L	NWQL	
T450800107230004	20220809	0820	WG	77034	1-Butanol	<0.800	ug/L	NWQL	
T454300107330012	20220810	0840	WG	77034	1-Butanol	<0.800	ug/L	NWQL	
T453615107271309	20220810	0900	WS	77034	1-Butanol	<0.800	ug/L	NWQL	
T450754107240301	20220809	0910	WT	77034	1-Butanol	<0.800	ug/L	NWQL	
T452540108321601	20220808	0920	WT	77034	1-Butanol	<0.800	ug/L	NWQL	
T453900107280021	20220810	0930	WG	77034	1-Butanol	<0.800	ug/L	NWQL	
T451400107230005	20220809	0950	WG	77034	1-Butanol	<0.800	ug/L	NWQL	
T453657107270401	20220810	1000	WS	77035	tert-Butyl alcohol	<0.240	ug/L	NWQL	
T452500108320026	20220808	1000	WT	77035	tert-Butyl alcohol	<0.240	ug/L	NWQL	
T453800107270022	20220810	1020	WG	77035	tert-Butyl alcohol	<0.240	ug/L	NWQL	
T451800107210006	20220809	1030	WG	77035	tert-Butyl alcohol	2.38	ug/L	NWQL	
T451943107212513	20220809	1030	WS	77035	tert-Butyl alcohol	<0.240	ug/L	NWQL	
T453500107270024	20220810	1100	WT	77035	tert-Butyl alcohol	<0.240	ug/L	NWQL	
T451852107214501	20220809	1110	WT	77035	tert-Butyl alcohol	<0.240	ug/L	NWQL	
T451800107220007	20220809	1140	WG	77035	tert-Butyl alcohol	<0.240	ug/L	NWQL	
T453200107250023	20220810	1150	WG	77035	tert-Butyl alcohol	<0.240	ug/L	NWQL	
T451800107540001	20220808	1200	WG	77035	tert-Butyl alcohol	<0.240	ug/L	NWQL	
T451257107225201	20220810	1200	WS	77035	tert-Butyl alcohol	<0.240	ug/L	NWQL	
T452500107234008	20220809	1220	WG	77035	tert-Butyl alcohol	<0.240	ug/L	NWQL	
T453254107251316	20220809	1225	WS	77035	tert-Butyl alcohol	<0.240	ug/L	NWQL	
T453600107270018	20220810	1230	WT	77035	tert-Butyl alcohol	<0.240	ug/L	NWQL	
T452000107520002	20220808	1240	WG	77035	tert-Butyl alcohol	<0.240	ug/L	NWQL	
T452700107230017	20220809	1300	WG	77035	tert-Butyl alcohol	<0.240	ug/L	NWQL	
T452700107430003	20220808	1330	WG	77035	tert-Butyl alcohol	<0.240	ug/L	NWQL	
T453535107275515	20220809	1340	WS	77035	tert-Butyl alcohol	<0.240	ug/L	NWQL	
T453200107250011	20220810	0750	WG	77035	tert-Butyl alcohol	<0.240	ug/L	NWQL	
T450800107230004	20220809	0820	WG	77035	tert-Butyl alcohol	<0.240	ug/L	NWQL	
T454300107330012	20220810	0840	WG	77035	tert-Butyl alcohol	<0.240	ug/L	NWQL	
T453615107271309	20220810	0900	WS	77035	tert-Butyl alcohol	<0.240	ug/L	NWQL	
T450754107240301	20220809	0910	WT	77035	tert-Butyl alcohol	<0.240	ug/L	NWQL	
T452540108321601	20220808	0920	WT	77035	tert-Butyl alcohol	<0.240	ug/L	NWQL	
T453900107280021	20220810	0930	WG	77035	tert-Butyl alcohol	<0.240	ug/L	NWQL	
T451400107230005	20220809	0950	WG	77035	tert-Butyl alcohol	<0.240	ug/L	NWQL	
T453657107270401	20220810	1000	WS	77041	Carbon disulfide	<0.100	ug/L	NWQL	
T452500108320026	20220808	1000	WT	77041	Carbon disulfide	<0.100	ug/L	NWQL	
T453800107270022	20220810	1020	WG	77041	Carbon disulfide	<0.100	ug/L	NWQL	
T451800107210006	20220809	1030	WG	77041	Carbon disulfide	E0.100	ug/L	NWQL	
T451943107212513	20220809	1030	WS	77041	Carbon disulfide	M	ug/L	NWQL	
T453500107270024	20220810	1100	WT	77041	Carbon disulfide	<0.100	ug/L	NWQL	
T451852107214501	20220809	1110	WT	77041	Carbon disulfide	<0.100	ug/L	NWQL	
T451800107220007	20220809	1140	WG	77041	Carbon disulfide	M	ug/L	NWQL	
T453200107250023	20220810	1150	WG	77041	Carbon disulfide	<0.100	ug/L	NWQL	
T451800107540001	20220808	1200	WG	77041	Carbon disulfide	<0.100	ug/L	NWQL	
T451257107225201	20220810	1200	WS	77041	Carbon disulfide	<0.100	ug/L	NWQL	
T452500107234008	20220809	1220	WG	77041	Carbon disulfide	<0.100	ug/L	NWQL	
T453254107251316	20220809	1225	WS	77041	Carbon disulfide	M	ug/L	NWQL	
T453600107270018	20220810	1230	WT	77041	Carbon disulfide	<0.100	ug/L	NWQL	
T452000107520002	20220808	1240	WG	77041	Carbon disulfide	<0.100	ug/L	NWQL	
T452700107230017	20220809	1300	WG	77041	Carbon disulfide	<0.100	ug/L	NWQL	
T452700107430003	20220808	1330	WG	77041	Carbon disulfide	<0.100	ug/L	NWQL	
T453535107275515	20220809	1340	WS	77041	Carbon disulfide	M	ug/L	NWQL	
T453200107250011	20220810	0750	WG	77041	Carbon disulfide	<0.100	ug/L	NWQL	
T450800107230004	20220809	0820	WG	77041	Carbon disulfide	<0.100	ug/L	NWQL	
T454300107330012	20220810	0840	WG	77041	Carbon disulfide	<0.100	ug/L	NWQL	
T453615107271309	20220810	0900	WS	77041	Carbon disulfide	M	ug/L	NWQL	
T450754107240301	20220809	0910	WT	77041	Carbon disulfide	<0.100	ug/L	NWQL	
T452540108321601	20220808	0920	WT	77041	Carbon disulfide	<0.100	ug/L	NWQL	
T453900107280021	20220810	0930	WG	77041	Carbon disulfide	M	ug/L	NWQL	
T451400107230005	20220809	0950	WG	77041	Carbon disulfide	<0.100	ug/L	NWQL	
T453657107270401	20220810	1000	WS	77061	n-Pentanal	<0.054	ug/L	NWQL	
T452500108320026	20220808	1000	WT	77061	n-Pentanal	<0.054	ug/L	NWQL	
T453800107270022	20220810	1020	WG	77061	n-Pentanal	<0.054	ug/L	NWQL	
T451800107210006	20220809	1030	WG	77061	n-Pentanal	<0.054	ug/L	NWQL	
T451943107212513	20220809	1030	WS	77061	n-Pentanal	<0.064	ug/L	NWQL	
T453500107270024	20220810	1100	WT	77061	n-Pentanal	<0.054	ug/L	NWQL	
T451852107214501	20220809	1110	WT	77061	n-Pentanal	<0.054	ug/L	NWQL	
T451800107220007	20220809	1140	WG	77061	n-Pentanal	<0.054	ug/L	NWQL	
T453200107250023	20220810	1150	WG	77061	n-Pentanal	<0.054	ug/L	NWQL	
T451800107540001	20220808	1200	WG	77061	n-Pentanal	<0.054	ug/L	NWQL	
T451257107225201	20220810	1200	WS	77061	n-Pentanal	<0.054	ug/L	NWQL	
T452500107234008	20220809	1220	WG	77061	n-Pentanal	<0.054	ug/L	NWQL	
T453254107251316	20220809	1225	WS	77061	n-Pentanal	<0.054	ug/L	NWQL	
T453600107270018	20220810	1230	WT	77061	n-Pentanal	<0.054	ug/L	NWQL	
T452000107520002	20220808	1240	WG	77061	n-Pentanal	<0.054	ug/L	NWQL	
T452700107230017	20220809	1300	WG	77061	n-Pentanal	<0.054	ug/L	NWQL	
T452700107430003	20220808	1330	WG	77061	n-Pentanal	<0.054	ug/L	NWQL	
T453535107275515	20220809	1340	WS	77061	n-Pentanal	0.043	ug/L	NWQL	
T453200107250011	20220810	0750	WG	77061	n-Pentanal	<0.054	ug/L	NWQL	
T450800107230004	20220809	0820	WG	77061	n-Pentanal	<0.054	ug/L	NWQL	
T454300107330012	20220810	0840	WG	77061	n-Pentanal	<0.054	ug/L	NWQL	
T453615107271309	20220810	0900	WS	77061	n-Pentanal	<0.054	ug/L	NWQL	
T450754107240301	20220809	0910	WT	77061	n-Pentanal	<0.054	ug/L	NWQL	
T452540108321601	20220808	0920	WT	77061	n-Pentanal	<0.054	ug/L	NWQL	
T453900107280021	20220810	0930	WG	77061	n-Pentanal	<0.054	ug/L	NWQL	
T451400107230005	20220809	0950	WG	77061	n-Pentanal	<0.054	ug/L	NWQL	
T453657107270401	20220810	1000	WS	77076	2-Nitropropane	<0.120	ug/L	NWQL	
T452500108320026	20220808	1000	WT	77076	2-Nitropropane	<0.120	ug/L	NWQL	
T453800107270022	20220810	1020	WG	77076	2-Nitropropane	<0.120	ug/L	NWQL	
T451800107210006	20220809	1030	WG	77076	2-Nitropropane	<0.120	ug/L	NWQL	
T451943107212513	20220809	1030	WS	77076	2-Nitropropane	<0.120	ug/L	NWQL	
T453500107270024	20220810	1100	WT	77076	2-Nitropropane	<0.120	ug/L	NWQL	
T451852107214501	20220809	1110	WT	77076	2-Nitropropane	<0.120	ug/L	NWQL	
T451800107220007	20220809	1140	WG	77076	2-Nitropropane	<0.120	ug/L	NWQL	
T453200107250023	20220810	1150	WG	77076	2-Nitropropane	<0.120	ug/L	NWQL	
T451800107540001	20220808	1200	WG	77076	2-Nitropropane	<0.120	ug/L	NWQL	
T451257107225201	20220810	1200	WS	77076	2-Nitropropane	<0.120	ug/L	NWQL	
T452500107234008	20220809	1220	WG	77076	2-Nitropropane	<0.120	ug/L	NWQL	
T453254107251316	20220809	1225	WS	77076	2-Nitropropane	<0.120	ug/L	NWQL	
T453600107270018	20220810	1230	WT	77076	2-Nitropropane	<0.120	ug/L	NWQL	
T452000107520002	20220808	1240	WG	77076	2-Nitropropane	<0.120	ug/L	NWQL	
T452700107230017	20220809	1300	WG	77076	2-Nitropropane	<0.120	ug/L	NWQL	
T452700107430003	20220808	1330	WG	77076	2-Nitropropane	<0.120	ug/L	NWQL	
T453535107275515	20220809	1340	WS	77076	2-Nitropropane	<0.120	ug/L	NWQL	
T453200107250011	20220810	0750	WG	77076	2-Nitropropane	<0.120	ug/L	NWQL	
T450800107230004	20220809	0820	WG	77076	2-Nitropropane	<0.120	ug/L	NWQL	
T454300107330012	20220810	0840	WG	77076	2-Nitropropane	<0.120	ug/L	NWQL	
T453615107271309	20220810	0900	WS	77076	2-Nitropropane	<0.120	ug/L	NWQL	
T450754107240301	20220809	0910	WT	77076	2-Nitropropane	<0.120	ug/L	NWQL	
T452540108321601	20220808	0920	WT	77076	2-Nitropropane	<0.120	ug/L	NWQL	
T453900107280021	20220810	0930	WG	77076	2-Nitropropane	<0.120	ug/L	NWQL	
T451400107230005	20220809	0950	WG	77076	2-Nitropropane	<0.120	ug/L	NWQL	
T453657107270401	20220810	1000	WS	77093	"cis-1,2-Dichloroethene"	<0.025	ug/L	NWQL	
T452500108320026	20220808	1000	WT	77093	"cis-1,2-Dichloroethene"	<0.025	ug/L	NWQL	
T453800107270022	20220810	1020	WG	77093	"cis-1,2-Dichloroethene"	<0.025	ug/L	NWQL	
T451800107210006	20220809	1030	WG	77093	"cis-1,2-Dichloroethene"	<0.025	ug/L	NWQL	
T451943107212513	20220809	1030	WS	77093	"cis-1,2-Dichloroethene"	<0.025	ug/L	NWQL	
T453500107270024	20220810	1100	WT	77093	"cis-1,2-Dichloroethene"	<0.025	ug/L	NWQL	
T451852107214501	20220809	1110	WT	77093	"cis-1,2-Dichloroethene"	<0.025	ug/L	NWQL	
T451800107220007	20220809	1140	WG	77093	"cis-1,2-Dichloroethene"	<0.025	ug/L	NWQL	
T453200107250023	20220810	1150	WG	77093	"cis-1,2-Dichloroethene"	<0.025	ug/L	NWQL	
T451800107540001	20220808	1200	WG	77093	"cis-1,2-Dichloroethene"	<0.025	ug/L	NWQL	
T451257107225201	20220810	1200	WS	77093	"cis-1,2-Dichloroethene"	<0.025	ug/L	NWQL	
T452500107234008	20220809	1220	WG	77093	"cis-1,2-Dichloroethene"	<0.025	ug/L	NWQL	
T453254107251316	20220809	1225	WS	77093	"cis-1,2-Dichloroethene"	<0.025	ug/L	NWQL	
T453600107270018	20220810	1230	WT	77093	"cis-1,2-Dichloroethene"	<0.025	ug/L	NWQL	
T452000107520002	20220808	1240	WG	77093	"cis-1,2-Dichloroethene"	<0.025	ug/L	NWQL	
T452700107230017	20220809	1300	WG	77093	"cis-1,2-Dichloroethene"	<0.025	ug/L	NWQL	
T452700107430003	20220808	1330	WG	77093	"cis-1,2-Dichloroethene"	<0.025	ug/L	NWQL	
T453535107275515	20220809	1340	WS	77093	"cis-1,2-Dichloroethene"	<0.025	ug/L	NWQL	
T453200107250011	20220810	0750	WG	77093	"cis-1,2-Dichloroethene"	<0.025	ug/L	NWQL	
T450800107230004	20220809	0820	WG	77093	"cis-1,2-Dichloroethene"	<0.025	ug/L	NWQL	
T454300107330012	20220810	0840	WG	77093	"cis-1,2-Dichloroethene"	<0.025	ug/L	NWQL	
T453615107271309	20220810	0900	WS	77093	"cis-1,2-Dichloroethene"	<0.025	ug/L	NWQL	
T450754107240301	20220809	0910	WT	77093	"cis-1,2-Dichloroethene"	<0.025	ug/L	NWQL	
T452540108321601	20220808	0920	WT	77093	"cis-1,2-Dichloroethene"	<0.025	ug/L	NWQL	
T453900107280021	20220810	0930	WG	77093	"cis-1,2-Dichloroethene"	<0.025	ug/L	NWQL	
T451400107230005	20220809	0950	WG	77093	"cis-1,2-Dichloroethene"	<0.025	ug/L	NWQL	
T453657107270401	20220810	1000	WS	77097	Cyclohexanone	<1.20	ug/L	NWQL	
T452500108320026	20220808	1000	WT	77097	Cyclohexanone	<1.20	ug/L	NWQL	
T453800107270022	20220810	1020	WG	77097	Cyclohexanone	<1.20	ug/L	NWQL	
T451800107210006	20220809	1030	WG	77097	Cyclohexanone	<1.20	ug/L	NWQL	
T451943107212513	20220809	1030	WS	77097	Cyclohexanone	<1.20	ug/L	NWQL	
T453500107270024	20220810	1100	WT	77097	Cyclohexanone	<1.20	ug/L	NWQL	
T451852107214501	20220809	1110	WT	77097	Cyclohexanone	<1.20	ug/L	NWQL	
T451800107220007	20220809	1140	WG	77097	Cyclohexanone	<1.20	ug/L	NWQL	
T453200107250023	20220810	1150	WG	77097	Cyclohexanone	<1.20	ug/L	NWQL	
T451800107540001	20220808	1200	WG	77097	Cyclohexanone	<1.20	ug/L	NWQL	
T451257107225201	20220810	1200	WS	77097	Cyclohexanone	<1.20	ug/L	NWQL	
T452500107234008	20220809	1220	WG	77097	Cyclohexanone	<1.20	ug/L	NWQL	
T453254107251316	20220809	1225	WS	77097	Cyclohexanone	<1.20	ug/L	NWQL	
T453600107270018	20220810	1230	WT	77097	Cyclohexanone	<1.20	ug/L	NWQL	
T452000107520002	20220808	1240	WG	77097	Cyclohexanone	<1.20	ug/L	NWQL	
T452700107230017	20220809	1300	WG	77097	Cyclohexanone	<1.20	ug/L	NWQL	
T452700107430003	20220808	1330	WG	77097	Cyclohexanone	<1.20	ug/L	NWQL	
T453535107275515	20220809	1340	WS	77097	Cyclohexanone	<1.20	ug/L	NWQL	
T453200107250011	20220810	0750	WG	77097	Cyclohexanone	<1.20	ug/L	NWQL	
T450800107230004	20220809	0820	WG	77097	Cyclohexanone	<1.20	ug/L	NWQL	
T454300107330012	20220810	0840	WG	77097	Cyclohexanone	<1.20	ug/L	NWQL	
T453615107271309	20220810	0900	WS	77097	Cyclohexanone	<1.20	ug/L	NWQL	
T450754107240301	20220809	0910	WT	77097	Cyclohexanone	<1.20	ug/L	NWQL	
T452540108321601	20220808	0920	WT	77097	Cyclohexanone	<1.20	ug/L	NWQL	
T453900107280021	20220810	0930	WG	77097	Cyclohexanone	<1.20	ug/L	NWQL	
T451400107230005	20220809	0950	WG	77097	Cyclohexanone	<1.20	ug/L	NWQL	
T453657107270401	20220810	1000	WS	77113	4-Methyl-2-pentanol	<0.200	ug/L	NWQL	
T452500108320026	20220808	1000	WT	77113	4-Methyl-2-pentanol	<0.200	ug/L	NWQL	
T453800107270022	20220810	1020	WG	77113	4-Methyl-2-pentanol	<0.200	ug/L	NWQL	
T451800107210006	20220809	1030	WG	77113	4-Methyl-2-pentanol	<0.200	ug/L	NWQL	
T451943107212513	20220809	1030	WS	77113	4-Methyl-2-pentanol	<0.200	ug/L	NWQL	
T453500107270024	20220810	1100	WT	77113	4-Methyl-2-pentanol	<0.200	ug/L	NWQL	
T451852107214501	20220809	1110	WT	77113	4-Methyl-2-pentanol	<0.200	ug/L	NWQL	
T451800107220007	20220809	1140	WG	77113	4-Methyl-2-pentanol	<0.200	ug/L	NWQL	
T453200107250023	20220810	1150	WG	77113	4-Methyl-2-pentanol	<0.200	ug/L	NWQL	
T451800107540001	20220808	1200	WG	77113	4-Methyl-2-pentanol	<0.200	ug/L	NWQL	
T451257107225201	20220810	1200	WS	77113	4-Methyl-2-pentanol	<0.200	ug/L	NWQL	
T452500107234008	20220809	1220	WG	77113	4-Methyl-2-pentanol	<0.200	ug/L	NWQL	
T453254107251316	20220809	1225	WS	77113	4-Methyl-2-pentanol	<0.200	ug/L	NWQL	
T453600107270018	20220810	1230	WT	77113	4-Methyl-2-pentanol	<0.200	ug/L	NWQL	
T452000107520002	20220808	1240	WG	77113	4-Methyl-2-pentanol	<0.200	ug/L	NWQL	
T452700107230017	20220809	1300	WG	77113	4-Methyl-2-pentanol	<0.200	ug/L	NWQL	
T452700107430003	20220808	1330	WG	77113	4-Methyl-2-pentanol	<0.200	ug/L	NWQL	
T453535107275515	20220809	1340	WS	77113	4-Methyl-2-pentanol	<0.200	ug/L	NWQL	
T453200107250011	20220810	0750	WG	77113	4-Methyl-2-pentanol	<0.200	ug/L	NWQL	
T450800107230004	20220809	0820	WG	77113	4-Methyl-2-pentanol	<0.200	ug/L	NWQL	
T454300107330012	20220810	0840	WG	77113	4-Methyl-2-pentanol	<0.200	ug/L	NWQL	
T453615107271309	20220810	0900	WS	77113	4-Methyl-2-pentanol	<0.200	ug/L	NWQL	
T450754107240301	20220809	0910	WT	77113	4-Methyl-2-pentanol	<0.200	ug/L	NWQL	
T452540108321601	20220808	0920	WT	77113	4-Methyl-2-pentanol	<0.200	ug/L	NWQL	
T453900107280021	20220810	0930	WG	77113	4-Methyl-2-pentanol	<0.200	ug/L	NWQL	
T451400107230005	20220809	0950	WG	77113	4-Methyl-2-pentanol	<0.200	ug/L	NWQL	
T453657107270401	20220810	1000	WS	77119	HCFC-21	<0.030	ug/L	NWQL	
T452500108320026	20220808	1000	WT	77119	HCFC-21	<0.030	ug/L	NWQL	
T453800107270022	20220810	1020	WG	77119	HCFC-21	<0.030	ug/L	NWQL	
T451800107210006	20220809	1030	WG	77119	HCFC-21	<0.030	ug/L	NWQL	
T451943107212513	20220809	1030	WS	77119	HCFC-21	<0.030	ug/L	NWQL	
T453500107270024	20220810	1100	WT	77119	HCFC-21	<0.030	ug/L	NWQL	
T451852107214501	20220809	1110	WT	77119	HCFC-21	<0.030	ug/L	NWQL	
T451800107220007	20220809	1140	WG	77119	HCFC-21	<0.030	ug/L	NWQL	
T453200107250023	20220810	1150	WG	77119	HCFC-21	<0.030	ug/L	NWQL	
T451800107540001	20220808	1200	WG	77119	HCFC-21	<0.030	ug/L	NWQL	
T451257107225201	20220810	1200	WS	77119	HCFC-21	<0.030	ug/L	NWQL	
T452500107234008	20220809	1220	WG	77119	HCFC-21	<0.030	ug/L	NWQL	
T453254107251316	20220809	1225	WS	77119	HCFC-21	<0.030	ug/L	NWQL	
T453600107270018	20220810	1230	WT	77119	HCFC-21	<0.030	ug/L	NWQL	
T452000107520002	20220808	1240	WG	77119	HCFC-21	<0.030	ug/L	NWQL	
T452700107230017	20220809	1300	WG	77119	HCFC-21	<0.030	ug/L	NWQL	
T452700107430003	20220808	1330	WG	77119	HCFC-21	<0.030	ug/L	NWQL	
T453535107275515	20220809	1340	WS	77119	HCFC-21	<0.030	ug/L	NWQL	
T453200107250011	20220810	0750	WG	77119	HCFC-21	<0.030	ug/L	NWQL	
T450800107230004	20220809	0820	WG	77119	HCFC-21	<0.030	ug/L	NWQL	
T454300107330012	20220810	0840	WG	77119	HCFC-21	<0.030	ug/L	NWQL	
T453615107271309	20220810	0900	WS	77119	HCFC-21	<0.030	ug/L	NWQL	
T450754107240301	20220809	0910	WT	77119	HCFC-21	<0.030	ug/L	NWQL	
T452540108321601	20220808	0920	WT	77119	HCFC-21	<0.030	ug/L	NWQL	
T453900107280021	20220810	0930	WG	77119	HCFC-21	<0.030	ug/L	NWQL	
T451400107230005	20220809	0950	WG	77119	HCFC-21	<0.030	ug/L	NWQL	
T453657107270401	20220810	1000	WS	77128	Styrene	<0.042	ug/L	NWQL	
T452500108320026	20220808	1000	WT	77128	Styrene	<0.042	ug/L	NWQL	
T453800107270022	20220810	1020	WG	77128	Styrene	<0.042	ug/L	NWQL	
T451800107210006	20220809	1030	WG	77128	Styrene	<0.042	ug/L	NWQL	
T451943107212513	20220809	1030	WS	77128	Styrene	<0.042	ug/L	NWQL	
T453500107270024	20220810	1100	WT	77128	Styrene	<0.042	ug/L	NWQL	
T451852107214501	20220809	1110	WT	77128	Styrene	<0.042	ug/L	NWQL	
T451800107220007	20220809	1140	WG	77128	Styrene	0.131	ug/L	NWQL	
T453200107250023	20220810	1150	WG	77128	Styrene	<0.042	ug/L	NWQL	
T451800107540001	20220808	1200	WG	77128	Styrene	<0.042	ug/L	NWQL	
T451257107225201	20220810	1200	WS	77128	Styrene	<0.042	ug/L	NWQL	
T452500107234008	20220809	1220	WG	77128	Styrene	<0.042	ug/L	NWQL	
T453254107251316	20220809	1225	WS	77128	Styrene	<0.042	ug/L	NWQL	
T453600107270018	20220810	1230	WT	77128	Styrene	<0.042	ug/L	NWQL	
T452000107520002	20220808	1240	WG	77128	Styrene	<0.042	ug/L	NWQL	
T452700107230017	20220809	1300	WG	77128	Styrene	<0.042	ug/L	NWQL	
T452700107430003	20220808	1330	WG	77128	Styrene	<0.042	ug/L	NWQL	
T453535107275515	20220809	1340	WS	77128	Styrene	<0.042	ug/L	NWQL	
T453200107250011	20220810	0750	WG	77128	Styrene	<0.042	ug/L	NWQL	
T450800107230004	20220809	0820	WG	77128	Styrene	<0.042	ug/L	NWQL	
T454300107330012	20220810	0840	WG	77128	Styrene	<0.042	ug/L	NWQL	
T453615107271309	20220810	0900	WS	77128	Styrene	<0.042	ug/L	NWQL	
T450754107240301	20220809	0910	WT	77128	Styrene	<0.042	ug/L	NWQL	
T452540108321601	20220808	0920	WT	77128	Styrene	<0.042	ug/L	NWQL	
T453900107280021	20220810	0930	WG	77128	Styrene	<0.042	ug/L	NWQL	
T451400107230005	20220809	0950	WG	77128	Styrene	<0.042	ug/L	NWQL	
T453657107270401	20220810	1000	WS	77135	o-Xylene	<0.032	ug/L	NWQL	
T452500108320026	20220808	1000	WT	77135	o-Xylene	<0.032	ug/L	NWQL	
T453800107270022	20220810	1020	WG	77135	o-Xylene	<0.032	ug/L	NWQL	
T451800107210006	20220809	1030	WG	77135	o-Xylene	<0.032	ug/L	NWQL	
T451943107212513	20220809	1030	WS	77135	o-Xylene	<0.032	ug/L	NWQL	
T453500107270024	20220810	1100	WT	77135	o-Xylene	<0.032	ug/L	NWQL	
T451852107214501	20220809	1110	WT	77135	o-Xylene	<0.032	ug/L	NWQL	
T451800107220007	20220809	1140	WG	77135	o-Xylene	<0.032	ug/L	NWQL	
T453200107250023	20220810	1150	WG	77135	o-Xylene	<0.032	ug/L	NWQL	
T451800107540001	20220808	1200	WG	77135	o-Xylene	<0.032	ug/L	NWQL	
T451257107225201	20220810	1200	WS	77135	o-Xylene	<0.032	ug/L	NWQL	
T452500107234008	20220809	1220	WG	77135	o-Xylene	<0.032	ug/L	NWQL	
T453254107251316	20220809	1225	WS	77135	o-Xylene	<0.032	ug/L	NWQL	
T453600107270018	20220810	1230	WT	77135	o-Xylene	<0.032	ug/L	NWQL	
T452000107520002	20220808	1240	WG	77135	o-Xylene	<0.032	ug/L	NWQL	
T452700107230017	20220809	1300	WG	77135	o-Xylene	<0.032	ug/L	NWQL	
T452700107430003	20220808	1330	WG	77135	o-Xylene	<0.032	ug/L	NWQL	
T453535107275515	20220809	1340	WS	77135	o-Xylene	<0.032	ug/L	NWQL	
T453200107250011	20220810	0750	WG	77135	o-Xylene	<0.032	ug/L	NWQL	
T450800107230004	20220809	0820	WG	77135	o-Xylene	<0.032	ug/L	NWQL	
T454300107330012	20220810	0840	WG	77135	o-Xylene	<0.032	ug/L	NWQL	
T453615107271309	20220810	0900	WS	77135	o-Xylene	<0.032	ug/L	NWQL	
T450754107240301	20220809	0910	WT	77135	o-Xylene	<0.032	ug/L	NWQL	
T452540108321601	20220808	0920	WT	77135	o-Xylene	<0.032	ug/L	NWQL	
T453900107280021	20220810	0930	WG	77135	o-Xylene	<0.032	ug/L	NWQL	
T451400107230005	20220809	0950	WG	77135	o-Xylene	<0.032	ug/L	NWQL	
T453657107270401	20220810	1000	WS	77179	5-Methyl-2-hexanone	<0.022	ug/L	NWQL	
